run_id,duration_days,final_vials,waste_vials,total_media_l,failures,violations,daily_metrics
249,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5611597.497536376), 'flask_count': 3, 'avg_confluence': np.float64(0.07482129996715167), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 249}, {'day': 2, 'total_cells': np.float64(10589208.981472312), 'flask_count': 3, 'avg_confluence': np.float64(0.1411894530862975), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 249}, {'day': 3, 'total_cells': np.float64(19736944.461943336), 'flask_count': 3, 'avg_confluence': np.float64(0.26315925949257785), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 249}, {'day': 4, 'total_cells': np.float64(35265634.05541074), 'flask_count': 3, 'avg_confluence': np.float64(0.47020845407214323), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 249}]"
250,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5304671.1540759485), 'flask_count': 3, 'avg_confluence': np.float64(0.07072894872101264), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 250}, {'day': 2, 'total_cells': np.float64(10016040.558967035), 'flask_count': 3, 'avg_confluence': np.float64(0.1335472074528938), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 250}, {'day': 3, 'total_cells': np.float64(18707993.25903931), 'flask_count': 3, 'avg_confluence': np.float64(0.24943991012052416), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 250}, {'day': 4, 'total_cells': np.float64(33660383.783423364), 'flask_count': 3, 'avg_confluence': np.float64(0.44880511711231147), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 250}]"
251,5,30,7,0.33,['bacterial contamination detected in Flask_P1_2'],[],"[{'day': 1, 'total_cells': np.float64(5451636.113923473), 'flask_count': 3, 'avg_confluence': np.float64(0.07268848151897962), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 251}, {'day': 2, 'total_cells': np.float64(10290896.535771307), 'flask_count': 3, 'avg_confluence': np.float64(0.1372119538102841), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 251}, {'day': 3, 'total_cells': np.float64(19203998.162812985), 'flask_count': 3, 'avg_confluence': np.float64(0.2560533088375065), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 251}, {'day': 4, 'total_cells': np.float64(24300942.528067276), 'flask_count': 2, 'avg_confluence': np.float64(0.48601885056134553), 'avg_viability': np.float64(0.98), 'media_consumed': 270.0, 'run_id': 251}, {'day': 5, 'total_cells': np.float64(37902623.03384783), 'flask_count': 2, 'avg_confluence': np.float64(0.7580524606769566), 'avg_viability': np.float64(0.98), 'media_consumed': 300.0, 'run_id': 251}]"
252,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5565374.5072174445), 'flask_count': 3, 'avg_confluence': np.float64(0.07420499342956592), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 252}, {'day': 2, 'total_cells': np.float64(10504670.509712376), 'flask_count': 3, 'avg_confluence': np.float64(0.14006227346283165), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 252}, {'day': 3, 'total_cells': np.float64(19596675.772595886), 'flask_count': 3, 'avg_confluence': np.float64(0.26128901030127843), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 252}, {'day': 4, 'total_cells': np.float64(35111429.82794895), 'flask_count': 3, 'avg_confluence': np.float64(0.468152397705986), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 252}]"
253,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5906561.422723031), 'flask_count': 3, 'avg_confluence': np.float64(0.07875415230297374), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 253}, {'day': 2, 'total_cells': np.float64(11142158.801764987), 'flask_count': 3, 'avg_confluence': np.float64(0.1485621173568665), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 253}, {'day': 3, 'total_cells': np.float64(20743226.70793379), 'flask_count': 3, 'avg_confluence': np.float64(0.2765763561057839), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 253}, {'day': 4, 'total_cells': np.float64(36910897.49186891), 'flask_count': 3, 'avg_confluence': np.float64(0.49214529989158556), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 253}]"
254,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5425328.628045116), 'flask_count': 3, 'avg_confluence': np.float64(0.07233771504060155), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 254}, {'day': 2, 'total_cells': np.float64(10242788.922331389), 'flask_count': 3, 'avg_confluence': np.float64(0.13657051896441852), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 254}, {'day': 3, 'total_cells': np.float64(19124294.315427706), 'flask_count': 3, 'avg_confluence': np.float64(0.25499059087236936), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 254}, {'day': 4, 'total_cells': np.float64(34362404.74587315), 'flask_count': 3, 'avg_confluence': np.float64(0.4581653966116421), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 254}]"
255,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5551445.096703483), 'flask_count': 3, 'avg_confluence': np.float64(0.07401926795604645), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 255}, {'day': 2, 'total_cells': np.float64(10478541.556911698), 'flask_count': 3, 'avg_confluence': np.float64(0.13971388742548932), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 255}, {'day': 3, 'total_cells': np.float64(19549015.040499084), 'flask_count': 3, 'avg_confluence': np.float64(0.26065353387332113), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 255}, {'day': 4, 'total_cells': np.float64(35032800.62915514), 'flask_count': 3, 'avg_confluence': np.float64(0.46710400838873517), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 255}]"
256,5,30,6,0.3,['bacterial contamination detected in Flask_P1_2'],[],"[{'day': 1, 'total_cells': np.float64(5673033.679738751), 'flask_count': 3, 'avg_confluence': np.float64(0.07564044906318333), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 256}, {'day': 2, 'total_cells': np.float64(6904511.779288306), 'flask_count': 2, 'avg_confluence': np.float64(0.1380902355857661), 'avg_viability': np.float64(0.98), 'media_consumed': 180.0, 'run_id': 256}, {'day': 3, 'total_cells': np.float64(12886801.126067312), 'flask_count': 2, 'avg_confluence': np.float64(0.2577360225213462), 'avg_viability': np.float64(0.98), 'media_consumed': 210.0, 'run_id': 256}, {'day': 4, 'total_cells': np.float64(23127123.946063258), 'flask_count': 2, 'avg_confluence': np.float64(0.46254247892126515), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 256}, {'day': 5, 'total_cells': np.float64(36735251.98381901), 'flask_count': 2, 'avg_confluence': np.float64(0.7347050396763801), 'avg_viability': np.float64(0.98), 'media_consumed': 270.0, 'run_id': 256}]"
257,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5611693.09517489), 'flask_count': 3, 'avg_confluence': np.float64(0.07482257460233187), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 257}, {'day': 2, 'total_cells': np.float64(10591358.50557428), 'flask_count': 3, 'avg_confluence': np.float64(0.14121811340765708), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 257}, {'day': 3, 'total_cells': np.float64(19753522.32852515), 'flask_count': 3, 'avg_confluence': np.float64(0.2633802977136686), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 257}, {'day': 4, 'total_cells': np.float64(35362895.2517582), 'flask_count': 3, 'avg_confluence': np.float64(0.4715052700234427), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 257}]"
258,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6284869.8676954), 'flask_count': 3, 'avg_confluence': np.float64(0.08379826490260534), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 258}, {'day': 2, 'total_cells': np.float64(11848005.117420053), 'flask_count': 3, 'avg_confluence': np.float64(0.15797340156560072), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 258}, {'day': 3, 'total_cells': np.float64(22006277.036023047), 'flask_count': 3, 'avg_confluence': np.float64(0.293417027146974), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 258}, {'day': 4, 'total_cells': np.float64(38857351.28537108), 'flask_count': 3, 'avg_confluence': np.float64(0.5180980171382811), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 258}]"
259,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5736775.889238252), 'flask_count': 3, 'avg_confluence': np.float64(0.07649034518984336), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 259}, {'day': 2, 'total_cells': np.float64(10824776.618940521), 'flask_count': 3, 'avg_confluence': np.float64(0.14433035491920693), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 259}, {'day': 3, 'total_cells': np.float64(20171449.45159149), 'flask_count': 3, 'avg_confluence': np.float64(0.2689526593545532), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 259}, {'day': 4, 'total_cells': np.float64(36008197.81309614), 'flask_count': 3, 'avg_confluence': np.float64(0.4801093041746152), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 259}]"
260,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5907923.527545746), 'flask_count': 3, 'avg_confluence': np.float64(0.07877231370060994), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 260}, {'day': 2, 'total_cells': np.float64(11144909.098271292), 'flask_count': 3, 'avg_confluence': np.float64(0.14859878797695056), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 260}, {'day': 3, 'total_cells': np.float64(20749490.947542626), 'flask_count': 3, 'avg_confluence': np.float64(0.27665987930056835), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 260}, {'day': 4, 'total_cells': np.float64(36927988.79784402), 'flask_count': 3, 'avg_confluence': np.float64(0.4923731839712537), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 260}]"
261,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5570770.183933311), 'flask_count': 3, 'avg_confluence': np.float64(0.07427693578577747), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 261}, {'day': 2, 'total_cells': np.float64(10514884.147008743), 'flask_count': 3, 'avg_confluence': np.float64(0.1401984552934499), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 261}, {'day': 3, 'total_cells': np.float64(19615902.186702736), 'flask_count': 3, 'avg_confluence': np.float64(0.26154536248936977), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 261}, {'day': 4, 'total_cells': np.float64(35146495.76208019), 'flask_count': 3, 'avg_confluence': np.float64(0.46861994349440267), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 261}]"
262,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5462032.358275913), 'flask_count': 3, 'avg_confluence': np.float64(0.07282709811034549), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 262}, {'day': 2, 'total_cells': np.float64(10310391.519177347), 'flask_count': 3, 'avg_confluence': np.float64(0.13747188692236464), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 262}, {'day': 3, 'total_cells': np.float64(19239519.26271048), 'flask_count': 3, 'avg_confluence': np.float64(0.2565269235028064), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 262}, {'day': 4, 'total_cells': np.float64(34506301.156082794), 'flask_count': 3, 'avg_confluence': np.float64(0.4600840154144372), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 262}]"
263,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5334294.110822096), 'flask_count': 3, 'avg_confluence': np.float64(0.07112392147762794), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 263}, {'day': 2, 'total_cells': np.float64(10071443.140140727), 'flask_count': 3, 'avg_confluence': np.float64(0.1342859085352097), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 263}, {'day': 3, 'total_cells': np.float64(18807957.57498218), 'flask_count': 3, 'avg_confluence': np.float64(0.2507727676664291), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 263}, {'day': 4, 'total_cells': np.float64(33818524.94362143), 'flask_count': 3, 'avg_confluence': np.float64(0.45091366591495236), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 263}]"
264,4,30,2,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5045255.35023622), 'flask_count': 3, 'avg_confluence': np.float64(0.06727007133648294), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 264}, {'day': 2, 'total_cells': np.float64(9529486.404682662), 'flask_count': 3, 'avg_confluence': np.float64(0.12705981872910216), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 264}, {'day': 3, 'total_cells': np.float64(17820839.87684768), 'flask_count': 3, 'avg_confluence': np.float64(0.23761119835796904), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 264}, {'day': 4, 'total_cells': np.float64(32197821.445409276), 'flask_count': 3, 'avg_confluence': np.float64(0.42930428593879033), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 264}]"
265,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5829821.029588336), 'flask_count': 3, 'avg_confluence': np.float64(0.07773094706117782), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 265}, {'day': 2, 'total_cells': np.float64(10998201.9236288), 'flask_count': 3, 'avg_confluence': np.float64(0.14664269231505067), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 265}, {'day': 3, 'total_cells': np.float64(20480630.563248817), 'flask_count': 3, 'avg_confluence': np.float64(0.27307507417665094), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 265}, {'day': 4, 'total_cells': np.float64(36478218.00234468), 'flask_count': 3, 'avg_confluence': np.float64(0.4863762400312625), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 265}]"
266,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5517649.531966658), 'flask_count': 3, 'avg_confluence': np.float64(0.07356866042622211), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 266}, {'day': 2, 'total_cells': np.float64(10415125.929437952), 'flask_count': 3, 'avg_confluence': np.float64(0.13886834572583936), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 266}, {'day': 3, 'total_cells': np.float64(19433202.639616918), 'flask_count': 3, 'avg_confluence': np.float64(0.2591093685282256), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 266}, {'day': 4, 'total_cells': np.float64(34840962.337306224), 'flask_count': 3, 'avg_confluence': np.float64(0.46454616449741626), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 266}]"
267,5,30,5,0.315,['bacterial contamination detected in Flask_P1_2'],[],"[{'day': 1, 'total_cells': np.float64(5469736.912910873), 'flask_count': 3, 'avg_confluence': np.float64(0.07292982550547832), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 267}, {'day': 2, 'total_cells': np.float64(10325236.624769704), 'flask_count': 3, 'avg_confluence': np.float64(0.13766982166359606), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 267}, {'day': 3, 'total_cells': np.float64(12378027.51335391), 'flask_count': 2, 'avg_confluence': np.float64(0.24756055026707824), 'avg_viability': np.float64(0.98), 'media_consumed': 225.0, 'run_id': 267}, {'day': 4, 'total_cells': np.float64(22298235.65861242), 'flask_count': 2, 'avg_confluence': np.float64(0.4459647131722484), 'avg_viability': np.float64(0.98), 'media_consumed': 255.0, 'run_id': 267}, {'day': 5, 'total_cells': np.float64(35821341.235786125), 'flask_count': 2, 'avg_confluence': np.float64(0.7164268247157225), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 267}]"
268,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5540780.727359166), 'flask_count': 3, 'avg_confluence': np.float64(0.07387707636478887), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 268}, {'day': 2, 'total_cells': np.float64(10454088.258099388), 'flask_count': 3, 'avg_confluence': np.float64(0.13938784344132518), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 268}, {'day': 3, 'total_cells': np.float64(19475862.029142536), 'flask_count': 3, 'avg_confluence': np.float64(0.2596781603885671), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 268}, {'day': 4, 'total_cells': np.float64(34754975.98142837), 'flask_count': 3, 'avg_confluence': np.float64(0.4633996797523782), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 268}]"
269,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5179972.236777283), 'flask_count': 3, 'avg_confluence': np.float64(0.06906629649036376), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 269}, {'day': 2, 'total_cells': np.float64(9783223.786403522), 'flask_count': 3, 'avg_confluence': np.float64(0.13044298381871364), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 269}, {'day': 3, 'total_cells': np.float64(18290418.08206234), 'flask_count': 3, 'avg_confluence': np.float64(0.24387224109416458), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 269}, {'day': 4, 'total_cells': np.float64(33011905.577686377), 'flask_count': 3, 'avg_confluence': np.float64(0.4401587410358183), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 269}]"
270,4,30,9,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6403569.586912338), 'flask_count': 3, 'avg_confluence': np.float64(0.08538092782549782), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 270}, {'day': 2, 'total_cells': np.float64(12068597.576550625), 'flask_count': 3, 'avg_confluence': np.float64(0.1609146343540083), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 270}, {'day': 3, 'total_cells': np.float64(22395417.021101706), 'flask_count': 3, 'avg_confluence': np.float64(0.29860556028135604), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 270}, {'day': 4, 'total_cells': np.float64(39426962.13462769), 'flask_count': 3, 'avg_confluence': np.float64(0.5256928284617025), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 270}]"
271,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5388667.347787023), 'flask_count': 3, 'avg_confluence': np.float64(0.07184889797049364), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 271}, {'day': 2, 'total_cells': np.float64(10174112.23155727), 'flask_count': 3, 'avg_confluence': np.float64(0.13565482975409693), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 271}, {'day': 3, 'total_cells': np.float64(18999628.168958537), 'flask_count': 3, 'avg_confluence': np.float64(0.2533283755861138), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 271}, {'day': 4, 'total_cells': np.float64(34160207.401522696), 'flask_count': 3, 'avg_confluence': np.float64(0.4554694320203026), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 271}]"
272,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6219062.315725851), 'flask_count': 3, 'avg_confluence': np.float64(0.08292083087634468), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 272}, {'day': 2, 'total_cells': np.float64(11724611.955469918), 'flask_count': 3, 'avg_confluence': np.float64(0.15632815940626557), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 272}, {'day': 3, 'total_cells': np.float64(21781589.215260796), 'flask_count': 3, 'avg_confluence': np.float64(0.29042118953681056), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 272}, {'day': 4, 'total_cells': np.float64(38490188.70133391), 'flask_count': 3, 'avg_confluence': np.float64(0.5132025160177854), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 272}]"
273,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5663847.456541233), 'flask_count': 3, 'avg_confluence': np.float64(0.07551796608721643), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 273}, {'day': 2, 'total_cells': np.float64(10684898.143984564), 'flask_count': 3, 'avg_confluence': np.float64(0.14246530858646086), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 273}, {'day': 3, 'total_cells': np.float64(19896373.79666038), 'flask_count': 3, 'avg_confluence': np.float64(0.2652849839554717), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 273}, {'day': 4, 'total_cells': np.float64(35441220.69032641), 'flask_count': 3, 'avg_confluence': np.float64(0.47254960920435213), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 273}]"
274,5,30,6,0.33,['bacterial contamination detected in Flask_P1_2'],[],"[{'day': 1, 'total_cells': np.float64(5426224.119408682), 'flask_count': 3, 'avg_confluence': np.float64(0.07234965492544909), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 274}, {'day': 2, 'total_cells': np.float64(10244328.375034666), 'flask_count': 3, 'avg_confluence': np.float64(0.13659104500046218), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 274}, {'day': 3, 'total_cells': np.float64(19126193.12516108), 'flask_count': 3, 'avg_confluence': np.float64(0.25501590833548105), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 274}, {'day': 4, 'total_cells': np.float64(22819243.547389075), 'flask_count': 2, 'avg_confluence': np.float64(0.45638487094778146), 'avg_viability': np.float64(0.98), 'media_consumed': 270.0, 'run_id': 274}, {'day': 5, 'total_cells': np.float64(36396165.45735264), 'flask_count': 2, 'avg_confluence': np.float64(0.7279233091470528), 'avg_viability': np.float64(0.98), 'media_consumed': 300.0, 'run_id': 274}]"
275,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6292951.573900187), 'flask_count': 3, 'avg_confluence': np.float64(0.08390602098533584), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 275}, {'day': 2, 'total_cells': np.float64(11862189.783860087), 'flask_count': 3, 'avg_confluence': np.float64(0.1581625304514678), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 275}, {'day': 3, 'total_cells': np.float64(22025968.32929107), 'flask_count': 3, 'avg_confluence': np.float64(0.293679577723881), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 275}, {'day': 4, 'total_cells': np.float64(38857254.195396766), 'flask_count': 3, 'avg_confluence': np.float64(0.5180967226052902), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 275}]"
276,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5564267.672808353), 'flask_count': 3, 'avg_confluence': np.float64(0.0741902356374447), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 276}, {'day': 2, 'total_cells': np.float64(10502775.341747202), 'flask_count': 3, 'avg_confluence': np.float64(0.14003700455662935), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 276}, {'day': 3, 'total_cells': np.float64(19594388.65771433), 'flask_count': 3, 'avg_confluence': np.float64(0.26125851543619105), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 276}, {'day': 4, 'total_cells': np.float64(35114248.93143533), 'flask_count': 3, 'avg_confluence': np.float64(0.4681899857524711), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 276}]"
277,4,30,10,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6620840.54873278), 'flask_count': 3, 'avg_confluence': np.float64(0.08827787398310372), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 277}, {'day': 2, 'total_cells': np.float64(12473217.424730035), 'flask_count': 3, 'avg_confluence': np.float64(0.16630956566306712), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 277}, {'day': 3, 'total_cells': np.float64(23114585.55233435), 'flask_count': 3, 'avg_confluence': np.float64(0.3081944740311247), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 277}, {'day': 4, 'total_cells': np.float64(40509145.416812554), 'flask_count': 3, 'avg_confluence': np.float64(0.540121938890834), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 277}]"
278,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5503251.756287953), 'flask_count': 3, 'avg_confluence': np.float64(0.07337669008383936), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 278}, {'day': 2, 'total_cells': np.float64(10388097.968928864), 'flask_count': 3, 'avg_confluence': np.float64(0.1385079729190515), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 278}, {'day': 3, 'total_cells': np.float64(19383769.088405572), 'flask_count': 3, 'avg_confluence': np.float64(0.2584502545120743), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 278}, {'day': 4, 'total_cells': np.float64(34758640.44439682), 'flask_count': 3, 'avg_confluence': np.float64(0.4634485392586243), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 278}]"
279,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6309920.314424036), 'flask_count': 3, 'avg_confluence': np.float64(0.08413227085898715), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 279}, {'day': 2, 'total_cells': np.float64(11894310.301812712), 'flask_count': 3, 'avg_confluence': np.float64(0.15859080402416947), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 279}, {'day': 3, 'total_cells': np.float64(22086366.074053414), 'flask_count': 3, 'avg_confluence': np.float64(0.29448488098737885), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 279}, {'day': 4, 'total_cells': np.float64(38965790.93922156), 'flask_count': 3, 'avg_confluence': np.float64(0.5195438791896207), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 279}]"
280,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5666350.775254108), 'flask_count': 3, 'avg_confluence': np.float64(0.07555134367005477), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 280}, {'day': 2, 'total_cells': np.float64(10693367.33355033), 'flask_count': 3, 'avg_confluence': np.float64(0.1425782311140044), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 280}, {'day': 3, 'total_cells': np.float64(19936237.911382902), 'flask_count': 3, 'avg_confluence': np.float64(0.2658165054851054), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 280}, {'day': 4, 'total_cells': np.float64(35645367.44513023), 'flask_count': 3, 'avg_confluence': np.float64(0.4752715659350697), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 280}]"
