run_id,duration_days,final_vials,waste_vials,total_media_l,failures,violations,daily_metrics
127,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5713013.457179103), 'flask_count': 3, 'avg_confluence': np.float64(0.07617351276238804), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 127}, {'day': 2, 'total_cells': np.float64(10780429.911301766), 'flask_count': 3, 'avg_confluence': np.float64(0.14373906548402357), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 127}, {'day': 3, 'total_cells': np.float64(20092017.192584805), 'flask_count': 3, 'avg_confluence': np.float64(0.26789356256779745), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 127}, {'day': 4, 'total_cells': np.float64(35885199.90854218), 'flask_count': 3, 'avg_confluence': np.float64(0.4784693321138957), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 127}]"
128,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5352533.234138702), 'flask_count': 3, 'avg_confluence': np.float64(0.07136710978851603), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 128}, {'day': 2, 'total_cells': np.float64(10106416.514938548), 'flask_count': 3, 'avg_confluence': np.float64(0.13475222019918062), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 128}, {'day': 3, 'total_cells': np.float64(18876699.84832056), 'flask_count': 3, 'avg_confluence': np.float64(0.2516893313109408), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 128}, {'day': 4, 'total_cells': np.float64(33960575.65194115), 'flask_count': 3, 'avg_confluence': np.float64(0.45280767535921534), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 128}]"
129,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5783610.545390592), 'flask_count': 3, 'avg_confluence': np.float64(0.07711480727187457), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 129}, {'day': 2, 'total_cells': np.float64(10912676.398197994), 'flask_count': 3, 'avg_confluence': np.float64(0.14550235197597325), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 129}, {'day': 3, 'total_cells': np.float64(20332066.394564327), 'flask_count': 3, 'avg_confluence': np.float64(0.27109421859419097), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 129}, {'day': 4, 'total_cells': np.float64(36274383.12102412), 'flask_count': 3, 'avg_confluence': np.float64(0.48365844161365495), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 129}]"
130,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5911374.256981291), 'flask_count': 3, 'avg_confluence': np.float64(0.0788183234264172), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 130}, {'day': 2, 'total_cells': np.float64(11151072.227295095), 'flask_count': 3, 'avg_confluence': np.float64(0.14868096303060127), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 130}, {'day': 3, 'total_cells': np.float64(20758746.960016694), 'flask_count': 3, 'avg_confluence': np.float64(0.27678329280022257), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 130}, {'day': 4, 'total_cells': np.float64(36932376.13096373), 'flask_count': 3, 'avg_confluence': np.float64(0.49243168174618307), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 130}]"
131,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6089430.926145102), 'flask_count': 3, 'avg_confluence': np.float64(0.08119241234860136), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 131}, {'day': 2, 'total_cells': np.float64(11483052.098383602), 'flask_count': 3, 'avg_confluence': np.float64(0.15310736131178135), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 131}, {'day': 3, 'total_cells': np.float64(21351289.9551508), 'flask_count': 3, 'avg_confluence': np.float64(0.28468386606867735), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 131}, {'day': 4, 'total_cells': np.float64(37837587.04895928), 'flask_count': 3, 'avg_confluence': np.float64(0.5045011606527904), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 131}]"
132,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5770383.26871261), 'flask_count': 3, 'avg_confluence': np.float64(0.07693844358283479), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 132}, {'day': 2, 'total_cells': np.float64(10888027.999451712), 'flask_count': 3, 'avg_confluence': np.float64(0.14517370665935614), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 132}, {'day': 3, 'total_cells': np.float64(20288161.383103855), 'flask_count': 3, 'avg_confluence': np.float64(0.2705088184413847), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 132}, {'day': 4, 'total_cells': np.float64(36207872.76551818), 'flask_count': 3, 'avg_confluence': np.float64(0.48277163687357577), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 132}]"
133,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5329498.514223937), 'flask_count': 3, 'avg_confluence': np.float64(0.07105998018965248), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 133}, {'day': 2, 'total_cells': np.float64(10062777.504227092), 'flask_count': 3, 'avg_confluence': np.float64(0.1341703667230279), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 133}, {'day': 3, 'total_cells': np.float64(18794301.41111995), 'flask_count': 3, 'avg_confluence': np.float64(0.2505906854815993), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 133}, {'day': 4, 'total_cells': np.float64(33808487.084986374), 'flask_count': 3, 'avg_confluence': np.float64(0.4507798277998183), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 133}]"
134,4,30,2,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5160934.110533954), 'flask_count': 3, 'avg_confluence': np.float64(0.06881245480711938), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 134}, {'day': 2, 'total_cells': np.float64(9747181.333603708), 'flask_count': 3, 'avg_confluence': np.float64(0.12996241778138276), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 134}, {'day': 3, 'total_cells': np.float64(18222516.167633735), 'flask_count': 3, 'avg_confluence': np.float64(0.2429668822351165), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 134}, {'day': 4, 'total_cells': np.float64(32887251.114658415), 'flask_count': 3, 'avg_confluence': np.float64(0.4384966815287788), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 134}]"
135,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5328497.6770897405), 'flask_count': 3, 'avg_confluence': np.float64(0.07104663569452987), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 135}, {'day': 2, 'total_cells': np.float64(10061450.007754738), 'flask_count': 3, 'avg_confluence': np.float64(0.13415266677006318), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 135}, {'day': 3, 'total_cells': np.float64(18795455.118986685), 'flask_count': 3, 'avg_confluence': np.float64(0.2506060682531558), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 135}, {'day': 4, 'total_cells': np.float64(33830989.33662491), 'flask_count': 3, 'avg_confluence': np.float64(0.4510798578216655), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 135}]"
136,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5786110.205508716), 'flask_count': 3, 'avg_confluence': np.float64(0.07714813607344956), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 136}, {'day': 2, 'total_cells': np.float64(10917364.474965505), 'flask_count': 3, 'avg_confluence': np.float64(0.14556485966620672), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 136}, {'day': 3, 'total_cells': np.float64(20340612.60046594), 'flask_count': 3, 'avg_confluence': np.float64(0.27120816800621245), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 136}, {'day': 4, 'total_cells': np.float64(36288456.11087839), 'flask_count': 3, 'avg_confluence': np.float64(0.4838460814783785), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 136}]"
137,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5952134.070186203), 'flask_count': 3, 'avg_confluence': np.float64(0.0793617876024827), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 137}, {'day': 2, 'total_cells': np.float64(11227205.059853291), 'flask_count': 3, 'avg_confluence': np.float64(0.14969606746471056), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 137}, {'day': 3, 'total_cells': np.float64(20895519.438222565), 'flask_count': 3, 'avg_confluence': np.float64(0.27860692584296753), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 137}, {'day': 4, 'total_cells': np.float64(37146211.69452219), 'flask_count': 3, 'avg_confluence': np.float64(0.49528282259362905), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 137}]"
138,4,30,11,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6728126.625407214), 'flask_count': 3, 'avg_confluence': np.float64(0.08970835500542951), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 138}, {'day': 2, 'total_cells': np.float64(12672528.009728922), 'flask_count': 3, 'avg_confluence': np.float64(0.16896704012971897), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 138}, {'day': 3, 'total_cells': np.float64(23465743.91300787), 'flask_count': 3, 'avg_confluence': np.float64(0.3128765855067716), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 138}, {'day': 4, 'total_cells': np.float64(41021013.4439417), 'flask_count': 3, 'avg_confluence': np.float64(0.5469468459192227), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 138}]"
139,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5367567.33269738), 'flask_count': 3, 'avg_confluence': np.float64(0.07156756443596507), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 139}, {'day': 2, 'total_cells': np.float64(10134579.564390149), 'flask_count': 3, 'avg_confluence': np.float64(0.135127727525202), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 139}, {'day': 3, 'total_cells': np.float64(18927823.603677288), 'flask_count': 3, 'avg_confluence': np.float64(0.25237098138236386), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 139}, {'day': 4, 'total_cells': np.float64(34043501.06583355), 'flask_count': 3, 'avg_confluence': np.float64(0.45391334754444745), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 139}]"
140,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5573351.654190162), 'flask_count': 3, 'avg_confluence': np.float64(0.07431135538920215), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 140}, {'day': 2, 'total_cells': np.float64(10518930.71917442), 'flask_count': 3, 'avg_confluence': np.float64(0.1402524095889923), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 140}, {'day': 3, 'total_cells': np.float64(19618145.398644153), 'flask_count': 3, 'avg_confluence': np.float64(0.26157527198192204), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 140}, {'day': 4, 'total_cells': np.float64(35121312.592005044), 'flask_count': 3, 'avg_confluence': np.float64(0.4682841678934006), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 140}]"
141,4,30,10,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6556642.457087478), 'flask_count': 3, 'avg_confluence': np.float64(0.08742189942783303), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 141}, {'day': 2, 'total_cells': np.float64(12353764.430389503), 'flask_count': 3, 'avg_confluence': np.float64(0.16471685907186004), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 141}, {'day': 3, 'total_cells': np.float64(22902922.19429272), 'flask_count': 3, 'avg_confluence': np.float64(0.3053722959239029), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 141}, {'day': 4, 'total_cells': np.float64(40194174.94632073), 'flask_count': 3, 'avg_confluence': np.float64(0.5359223326176097), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 141}]"
142,4,30,9,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6352156.889676861), 'flask_count': 3, 'avg_confluence': np.float64(0.08469542519569147), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 142}, {'day': 2, 'total_cells': np.float64(11971635.496556204), 'flask_count': 3, 'avg_confluence': np.float64(0.15962180662074935), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 142}, {'day': 3, 'total_cells': np.float64(22215324.399155963), 'flask_count': 3, 'avg_confluence': np.float64(0.29620432532207946), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 142}, {'day': 4, 'total_cells': np.float64(39114350.53025388), 'flask_count': 3, 'avg_confluence': np.float64(0.5215246737367184), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 142}]"
143,4,30,2,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5172646.835106301), 'flask_count': 3, 'avg_confluence': np.float64(0.06896862446808401), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 143}, {'day': 2, 'total_cells': np.float64(9768986.269114878), 'flask_count': 3, 'avg_confluence': np.float64(0.13025315025486503), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 143}, {'day': 3, 'total_cells': np.float64(18261216.71501124), 'flask_count': 3, 'avg_confluence': np.float64(0.2434828895334832), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 143}, {'day': 4, 'total_cells': np.float64(32945037.369997635), 'flask_count': 3, 'avg_confluence': np.float64(0.4392671649333018), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 143}]"
144,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5932723.876541043), 'flask_count': 3, 'avg_confluence': np.float64(0.07910298502054723), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 144}, {'day': 2, 'total_cells': np.float64(11190259.516968308), 'flask_count': 3, 'avg_confluence': np.float64(0.14920346022624412), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 144}, {'day': 3, 'total_cells': np.float64(20824729.562931553), 'flask_count': 3, 'avg_confluence': np.float64(0.27766306083908737), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 144}, {'day': 4, 'total_cells': np.float64(37011473.97725393), 'flask_count': 3, 'avg_confluence': np.float64(0.493486319696719), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 144}]"
145,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5757640.034233627), 'flask_count': 3, 'avg_confluence': np.float64(0.0767685337897817), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 145}, {'day': 2, 'total_cells': np.float64(10864315.194556579), 'flask_count': 3, 'avg_confluence': np.float64(0.14485753592742107), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 145}, {'day': 3, 'total_cells': np.float64(20246140.51920979), 'flask_count': 3, 'avg_confluence': np.float64(0.2699485402561306), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 145}, {'day': 4, 'total_cells': np.float64(36145453.47274789), 'flask_count': 3, 'avg_confluence': np.float64(0.48193937963663863), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 145}]"
146,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5665034.824688583), 'flask_count': 3, 'avg_confluence': np.float64(0.07553379766251443), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 146}, {'day': 2, 'total_cells': np.float64(10690274.361475248), 'flask_count': 3, 'avg_confluence': np.float64(0.14253699148633664), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 146}, {'day': 3, 'total_cells': np.float64(19926558.56299926), 'flask_count': 3, 'avg_confluence': np.float64(0.2656874475066568), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 146}, {'day': 4, 'total_cells': np.float64(35606591.39487952), 'flask_count': 3, 'avg_confluence': np.float64(0.47475455193172705), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 146}]"
147,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5411899.433218088), 'flask_count': 3, 'avg_confluence': np.float64(0.07215865910957452), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 147}, {'day': 2, 'total_cells': np.float64(10216488.530951612), 'flask_count': 3, 'avg_confluence': np.float64(0.13621984707935483), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 147}, {'day': 3, 'total_cells': np.float64(19069133.426764987), 'flask_count': 3, 'avg_confluence': np.float64(0.25425511235686654), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 147}, {'day': 4, 'total_cells': np.float64(34230544.70362049), 'flask_count': 3, 'avg_confluence': np.float64(0.45640726271493987), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 147}]"
148,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5452116.0332149295), 'flask_count': 3, 'avg_confluence': np.float64(0.07269488044286572), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 148}, {'day': 2, 'total_cells': np.float64(10292798.874240475), 'flask_count': 3, 'avg_confluence': np.float64(0.13723731832320632), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 148}, {'day': 3, 'total_cells': np.float64(19213970.07433568), 'flask_count': 3, 'avg_confluence': np.float64(0.25618626765780905), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 148}, {'day': 4, 'total_cells': np.float64(34501512.67067507), 'flask_count': 3, 'avg_confluence': np.float64(0.4600201689423342), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 148}]"
149,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5514351.498989593), 'flask_count': 3, 'avg_confluence': np.float64(0.07352468665319457), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 149}, {'day': 2, 'total_cells': np.float64(10408547.216028504), 'flask_count': 3, 'avg_confluence': np.float64(0.1387806295470467), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 149}, {'day': 3, 'total_cells': np.float64(19418659.945027582), 'flask_count': 3, 'avg_confluence': np.float64(0.25891546593370107), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 149}, {'day': 4, 'total_cells': np.float64(34802467.52363612), 'flask_count': 3, 'avg_confluence': np.float64(0.46403290031514827), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 149}]"
150,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5688032.535469636), 'flask_count': 3, 'avg_confluence': np.float64(0.07584043380626182), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 150}, {'day': 2, 'total_cells': np.float64(10734221.336663278), 'flask_count': 3, 'avg_confluence': np.float64(0.14312295115551035), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 150}, {'day': 3, 'total_cells': np.float64(20011930.753708757), 'flask_count': 3, 'avg_confluence': np.float64(0.2668257433827834), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 150}, {'day': 4, 'total_cells': np.float64(35776647.241945334), 'flask_count': 3, 'avg_confluence': np.float64(0.4770219632259378), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 150}]"
151,4,30,7,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5993061.14398048), 'flask_count': 3, 'avg_confluence': np.float64(0.07990748191973973), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 151}, {'day': 2, 'total_cells': np.float64(11300793.785810603), 'flask_count': 3, 'avg_confluence': np.float64(0.15067725047747468), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 151}, {'day': 3, 'total_cells': np.float64(21009335.656535264), 'flask_count': 3, 'avg_confluence': np.float64(0.2801244754204702), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 151}, {'day': 4, 'total_cells': np.float64(37221839.28612922), 'flask_count': 3, 'avg_confluence': np.float64(0.49629119048172293), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 151}]"
152,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5678785.695590836), 'flask_count': 3, 'avg_confluence': np.float64(0.07571714260787782), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 152}, {'day': 2, 'total_cells': np.float64(10716705.374779243), 'flask_count': 3, 'avg_confluence': np.float64(0.14288940499705657), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 152}, {'day': 3, 'total_cells': np.float64(19978883.054357775), 'flask_count': 3, 'avg_confluence': np.float64(0.266385107391437), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 152}, {'day': 4, 'total_cells': np.float64(35716039.10484312), 'flask_count': 3, 'avg_confluence': np.float64(0.4762138547312415), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 152}]"
153,4,30,8,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(6181629.20994446), 'flask_count': 3, 'avg_confluence': np.float64(0.08242172279925947), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 153}, {'day': 2, 'total_cells': np.float64(11653173.089989401), 'flask_count': 3, 'avg_confluence': np.float64(0.15537564119985867), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 153}, {'day': 3, 'total_cells': np.float64(21643578.825480733), 'flask_count': 3, 'avg_confluence': np.float64(0.28858105100640974), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 153}, {'day': 4, 'total_cells': np.float64(38222721.283412054), 'flask_count': 3, 'avg_confluence': np.float64(0.5096362837788274), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 153}]"
154,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5884917.02328044), 'flask_count': 3, 'avg_confluence': np.float64(0.07846556031040587), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 154}, {'day': 2, 'total_cells': np.float64(11101851.297233595), 'flask_count': 3, 'avg_confluence': np.float64(0.1480246839631146), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 154}, {'day': 3, 'total_cells': np.float64(20671592.12523515), 'flask_count': 3, 'avg_confluence': np.float64(0.2756212283364687), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 154}, {'day': 4, 'total_cells': np.float64(36803233.89855614), 'flask_count': 3, 'avg_confluence': np.float64(0.490709785314082), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 154}]"
155,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5870235.863611107), 'flask_count': 3, 'avg_confluence': np.float64(0.07826981151481475), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 155}, {'day': 2, 'total_cells': np.float64(11074292.79069427), 'flask_count': 3, 'avg_confluence': np.float64(0.14765723720925694), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 155}, {'day': 3, 'total_cells': np.float64(20621205.7618903), 'flask_count': 3, 'avg_confluence': np.float64(0.2749494101585373), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 155}, {'day': 4, 'total_cells': np.float64(36719588.95960598), 'flask_count': 3, 'avg_confluence': np.float64(0.489594519461413), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 155}]"
156,4,30,5,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5603232.395713977), 'flask_count': 3, 'avg_confluence': np.float64(0.07470976527618635), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 156}, {'day': 2, 'total_cells': np.float64(10575190.933636935), 'flask_count': 3, 'avg_confluence': np.float64(0.1410025457818258), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 156}, {'day': 3, 'total_cells': np.float64(19722112.277886752), 'flask_count': 3, 'avg_confluence': np.float64(0.26296149703849003), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 156}, {'day': 4, 'total_cells': np.float64(35300235.24107441), 'flask_count': 3, 'avg_confluence': np.float64(0.4706698032143255), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 156}]"
157,4,30,6,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5790758.702240645), 'flask_count': 3, 'avg_confluence': np.float64(0.07721011602987525), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 157}, {'day': 2, 'total_cells': np.float64(10924905.908008862), 'flask_count': 3, 'avg_confluence': np.float64(0.14566541210678483), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 157}, {'day': 3, 'total_cells': np.float64(20346825.98757106), 'flask_count': 3, 'avg_confluence': np.float64(0.2712910131676141), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 157}, {'day': 4, 'total_cells': np.float64(36257574.93086234), 'flask_count': 3, 'avg_confluence': np.float64(0.48343433241149797), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 157}]"
158,4,30,4,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5565046.842943069), 'flask_count': 3, 'avg_confluence': np.float64(0.07420062457257424), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 158}, {'day': 2, 'total_cells': np.float64(10500046.014743602), 'flask_count': 3, 'avg_confluence': np.float64(0.1400006135299147), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 158}, {'day': 3, 'total_cells': np.float64(19562256.92636377), 'flask_count': 3, 'avg_confluence': np.float64(0.26083009235151694), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 158}, {'day': 4, 'total_cells': np.float64(34906610.40166557), 'flask_count': 3, 'avg_confluence': np.float64(0.4654214720222076), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 158}]"
159,4,30,3,0.33,[],[],"[{'day': 1, 'total_cells': np.float64(5346205.01728947), 'flask_count': 3, 'avg_confluence': np.float64(0.0712827335638596), 'avg_viability': np.float64(0.98), 'media_consumed': 150.0, 'run_id': 159}, {'day': 2, 'total_cells': np.float64(10093011.41816483), 'flask_count': 3, 'avg_confluence': np.float64(0.1345734855755311), 'avg_viability': np.float64(0.98), 'media_consumed': 195.0, 'run_id': 159}, {'day': 3, 'total_cells': np.float64(18842289.45684682), 'flask_count': 3, 'avg_confluence': np.float64(0.2512305260912909), 'avg_viability': np.float64(0.98), 'media_consumed': 240.0, 'run_id': 159}, {'day': 4, 'total_cells': np.float64(33846785.457345486), 'flask_count': 3, 'avg_confluence': np.float64(0.45129047276460654), 'avg_viability': np.float64(0.98), 'media_consumed': 285.0, 'run_id': 159}]"
