day,total_cells,flask_count,avg_confluence,media_consumed,run_id
4,12062003.383652262,1,0.4824801353460905,65.0,26
5,18869636.550746765,1,0.7547854620298706,65.0,26
6,22346759.623315614,1,0.8938703849326245,65.0,26
1,2134466.042168924,1,0.08537864168675696,65.0,27
2,4022975.93764662,1,0.1609190375058648,65.0,27
3,7466714.304450875,1,0.298668572178035,65.0,27
4,13152101.978829393,1,0.5260840791531757,65.0,27
5,19840795.828834984,1,0.7936318331533994,65.0,27
6,22357676.296111077,1,0.894307051844443,65.0,27
1,1941183.9889598433,1,0.07764735955839373,65.0,28
2,3662495.9093008083,1,0.14649983637203234,65.0,28
3,6822598.624876457,1,0.27290394499505827,65.0,28
4,12164650.466305291,1,0.4865860186522116,65.0,28
5,18967758.26848675,1,0.75871033073947,65.0,28
6,22352984.24521984,1,0.8941193698087937,65.0,28
1,1789572.6529260473,1,0.07158290611704189,65.0,29
2,3378971.421317222,1,0.13515885685268889,65.0,29
3,6311075.579826141,1,0.2524430231930456,65.0,29
4,11352989.33645897,1,0.4541195734583588,65.0,29
5,18154554.579291195,1,0.7261821831716477,65.0,29
6,22265713.90890625,1,0.89062855635625,65.0,29
1,1743432.9635168563,1,0.06973731854067425,65.0,30
2,3292562.4832747653,1,0.13170249933099062,65.0,30
3,6154373.599850715,1,0.24617494399402862,65.0,30
4,11099723.68354705,1,0.443988947341882,65.0,30
5,17883489.614382934,1,0.7153395845753173,65.0,30
6,22218342.979649175,1,0.888733719185967,65.0,30
1,1980639.7015134015,1,0.07922558806053606,65.0,31
2,3736173.9630519366,1,0.14944695852207746,65.0,31
3,6954834.500919387,1,0.27819338003677546,65.0,31
4,12370596.471440876,1,0.494823858857635,65.0,31
5,19160464.038910788,1,0.7664185615564315,65.0,31
6,22361821.12839945,1,0.894472845135978,65.0,31
1,1964906.992240232,1,0.07859627968960928,65.0,32
2,3706800.778112458,1,0.14827203112449833,65.0,32
3,6902151.251374956,1,0.27608605005499826,65.0,32
4,12288742.31995191,1,0.4915496927980764,65.0,32
5,19084538.513830494,1,0.7633815405532197,65.0,32
6,22358873.618670247,1,0.8943549447468099,65.0,32
1,1692930.8094336616,1,0.06771723237734646,65.0,33
2,3197920.153126228,1,0.12791680612504913,65.0,33
3,5982326.52638458,1,0.2392930610553832,65.0,33
4,10819251.956745502,1,0.43277007826982006,65.0,33
5,17573846.20453378,1,0.7029538481813513,65.0,33
6,22152847.3095687,1,0.886113892382748,65.0,33
1,2049844.7318588237,1,0.08199378927435294,65.0,34
2,3865293.1446699845,1,0.15461172578679938,65.0,34
3,7185858.337424016,1,0.2874343334969606,65.0,34
4,12726440.07583893,1,0.5090576030335572,65.0,34
5,19480274.673790768,1,0.7792109869516307,65.0,34
6,22366674.363617424,1,0.8946669745446969,65.0,34
1,1782533.6936879538,1,0.07130134774751815,65.0,35
2,3365792.7249513804,1,0.1346317089980552,65.0,35
3,6287199.798510669,1,0.25148799194042676,65.0,35
4,11314537.393793361,1,0.45258149575173445,65.0,35
5,18113925.562034864,1,0.7245570224813945,65.0,35
6,22259202.509114336,1,0.8903681003645735,65.0,35
1,1646328.9317520168,1,0.06585315727008068,65.0,36
2,3110529.7510513416,1,0.12442119004205367,65.0,36
3,5823088.20344487,1,0.2329235281377948,65.0,36
4,10557467.71071261,1,0.42229870842850437,65.0,36
5,17275959.29502482,1,0.6910383718009928,65.0,36
6,22078268.57784401,1,0.8831307431137604,65.0,36
1,1770897.4561027656,1,0.07083589824411063,65.0,37
2,3344003.8808433414,1,0.13376015523373366,65.0,37
3,6247706.261059164,1,0.24990825044236656,65.0,37
4,11250824.742810603,1,0.4500329897124241,65.0,37
5,18046190.90409123,1,0.7218476361636492,65.0,37
6,22247886.28993504,1,0.8899154515974016,65.0,37
1,1643902.5528609313,1,0.06575610211443725,65.0,38
2,3105978.195080074,1,0.12423912780320297,65.0,38
3,5814784.927700677,1,0.23259139710802706,65.0,38
4,10543760.391901305,1,0.4217504156760522,65.0,38
5,17260127.411852628,1,0.6904050964741051,65.0,38
6,22073985.32012186,1,0.8829594128048743,65.0,38
1,1810650.9564391118,1,0.07242603825756447,65.0,39
2,3418427.349793909,1,0.13673709399175638,65.0,39
3,6382506.114782322,1,0.2553002445912929,65.0,39
4,11467731.83633142,1,0.4587092734532568,65.0,39
5,18274670.749094293,1,0.7309868299637717,65.0,39
6,22283755.799422015,1,0.8913502319768806,65.0,39
1,2166960.698184645,1,0.0866784279273858,65.0,40
2,4083466.274829855,1,0.1633386509931942,65.0,40
3,7574074.045201824,1,0.302962961808073,65.0,40
4,13312760.096180182,1,0.5325104038472073,65.0,40
5,19970594.23987899,1,0.7988237695951595,65.0,40
6,22350735.901636515,1,0.8940294360654606,65.0,40
1,2328706.9649146344,1,0.09314827859658538,65.0,41
2,4384048.048274812,1,0.17536192193099248,65.0,41
3,8104283.799278178,1,0.3241713519711271,65.0,41
4,14089015.570837174,1,0.563560622833487,65.0,41
5,20549041.17001063,1,0.8219616468004252,65.0,41
1,2081777.9891496166,1,0.08327111956598467,65.0,42
2,3924823.539946558,1,0.1569929415978623,65.0,42
3,7292057.813357653,1,0.2916823125343061,65.0,42
4,12888300.490019454,1,0.5155320196007781,65.0,42
5,19620202.51193662,1,0.7848081004774647,65.0,42
6,22364988.323699985,1,0.8945995329479994,65.0,42
1,2032350.3444592305,1,0.08129401377836923,65.0,43
2,3832666.6425510105,1,0.1533066657020404,65.0,43
3,7127569.422443688,1,0.2851027768977475,65.0,43
4,12637138.280678097,1,0.5054855312271239,65.0,43
5,19401587.431152143,1,0.7760634972460857,65.0,43
6,22366607.999591395,1,0.8946643199836558,65.0,43
1,1887925.9173391862,1,0.07551703669356745,65.0,44
2,3562972.5542994784,1,0.14251890217197913,65.0,44
3,6643516.256540742,1,0.2657406502616297,65.0,44
4,11883170.504464105,1,0.4753268201785642,65.0,44
5,18695406.108793948,1,0.7478162443517579,65.0,44
6,22332817.80739691,1,0.8933127122958765,65.0,44
1,1721455.2663128362,1,0.06885821065251345,65.0,45
2,3251383.768286526,1,0.13005535073146104,65.0,45
3,6079568.737921212,1,0.24318274951684848,65.0,45
4,10978082.610323034,1,0.43912330441292136,65.0,45
5,17750411.713024583,1,0.7100164685209833,65.0,45
6,22191688.82014044,1,0.8876675528056176,65.0,45
1,2122856.95017877,1,0.08491427800715079,65.0,46
2,4001356.902469502,1,0.16005427609878006,65.0,46
3,7428292.338043359,1,0.29713169352173435,65.0,46
4,13094327.117934244,1,0.5237730847173697,65.0,46
5,19793276.52244368,1,0.7917310608977471,65.0,46
6,22359730.01109643,1,0.8943892004438572,65.0,46
1,1899409.6100175513,1,0.07597638440070205,65.0,47
2,3584438.9634255767,1,0.14337755853702308,65.0,47
3,6682187.042021655,1,0.2672874816808662,65.0,47
4,11944200.961234936,1,0.47776803844939747,65.0,47
5,18755333.662061974,1,0.750213346482479,65.0,47
6,22338031.543455694,1,0.8935212617382278,65.0,47
1,1671073.749653926,1,0.06684294998615703,65.0,48
2,3156939.3443889455,1,0.12627757377555782,65.0,48
3,5907697.5361754,1,0.236307901447016,65.0,48
4,10696823.066864092,1,0.42787292267456367,65.0,48
5,17435593.63181045,1,0.697423745272418,65.0,48
6,22119652.14148842,1,0.8847860856595369,65.0,48
1,1703821.6081419296,1,0.06815286432567719,65.0,49
2,3218335.3113704897,1,0.1287334124548196,65.0,49
3,6019474.583947254,1,0.24077898335789016,65.0,49
4,10880021.117644558,1,0.4352008447057823,65.0,49
5,17641774.40778133,1,0.7056709763112532,65.0,49
6,22168261.01363408,1,0.8867304405453631,65.0,49
1,1766260.248631573,1,0.07065040994526292,65.0,50
2,3335319.7148272283,1,0.13341278859308914,65.0,50
3,6231959.208552076,1,0.24927836834208303,65.0,50
4,11225383.411998684,1,0.44901533647994735,65.0,50
5,18018999.24052925,1,0.7207599696211701,65.0,50
6,22243181.16409481,1,0.8897272465637924,65.0,50
1,1778444.5969574878,1,0.07113778387829951,65.0,51
2,3358136.304706023,1,0.13432545218824093,65.0,51
3,6273324.7585828705,1,0.25093299034331484,65.0,51
4,11292168.948999245,1,0.45168675795996976,65.0,51
5,18090203.93702739,1,0.7236081574810956,65.0,51
6,22255305.000608385,1,0.8902122000243354,65.0,51
1,1607245.6871771084,1,0.06428982748708434,65.0,52
2,3037197.428374405,1,0.1214878971349762,65.0,52
3,5689195.542072838,1,0.22756782168291353,65.0,52
4,10335755.045875927,1,0.4134302018350371,65.0,52
5,17017043.446394145,1,0.6806817378557658,65.0,52
6,22004147.926897008,1,0.8801659170758803,65.0,52
1,2068262.13170334,1,0.0827304852681336,65.0,53
2,3899630.9342655805,1,0.15598523737062323,65.0,53
3,7247139.880020027,1,0.2898855952008011,65.0,53
4,12819973.705335157,1,0.5127989482134063,65.0,53
5,19561558.128937352,1,0.7824623251574941,65.0,53
6,22365975.290952258,1,0.8946390116380903,65.0,53
1,1933115.4451813458,1,0.07732461780725383,65.0,54
2,3647423.4458106332,1,0.14589693783242533,65.0,54
3,6795510.927186078,1,0.27182043708744313,65.0,54
4,12122263.234194282,1,0.4848905293677713,65.0,54
5,18927406.621661033,1,0.7570962648664413,65.0,54
6,22350565.85591698,1,0.8940226342366793,65.0,54
1,2092008.982916127,1,0.08368035931664508,65.0,55
2,3943889.625967253,1,0.1577555850386901,65.0,55
3,7326028.219129937,1,0.29304112876519745,65.0,55
4,12939843.966554679,1,0.5175937586621872,65.0,55
5,19664031.56365134,1,0.7865612625460535,65.0,55
6,22363987.40982911,1,0.8945594963931643,65.0,55
1,1638557.4347247924,1,0.0655422973889917,65.0,56
2,3095950.9720808854,1,0.12383803888323541,65.0,56
3,5796489.205780126,1,0.23185956823120504,65.0,56
4,10513537.483236564,1,0.42054149932946255,65.0,56
5,17225138.149043284,1,0.6890055259617314,65.0,56
6,22064404.28562169,1,0.8825761714248677,65.0,56
1,1625649.0882481954,1,0.06502596352992782,65.0,57
2,3071732.5602920465,1,0.12286930241168185,65.0,57
3,5752281.291765225,1,0.230091251670609,65.0,57
4,10440398.275707297,1,0.41761593102829186,65.0,57
5,17139998.590406578,1,0.6855999436162631,65.0,57
6,22040429.44213398,1,0.8816171776853593,65.0,57
1,2298163.5894975667,1,0.09192654357990267,65.0,58
2,4327355.129906078,1,0.1730942051962431,65.0,58
3,8004706.568163809,1,0.3201882627265524,65.0,58
4,13945444.550814638,1,0.5578177820325855,65.0,58
5,20448152.27604806,1,0.8179260910419224,65.0,58
1,2208463.2534748395,1,0.08833853013899358,65.0,59
2,4160675.6461512093,1,0.16642702584604838,65.0,59
3,7710792.083100627,1,0.3084316833240251,65.0,59
4,13515677.014647229,1,0.5406270805858892,65.0,59
5,20129603.128609993,1,0.8051841251443997,65.0,59
1,1824244.2930782072,1,0.07296977172312828,65.0,60
2,3443866.000956886,1,0.13775464003827545,65.0,60
3,6428518.63847885,1,0.257140745539154,65.0,60
4,11541407.408853916,1,0.46165629635415667,65.0,60
5,18350907.66991841,1,0.7340363067967364,65.0,60
6,22294272.79041755,1,0.891770911616702,65.0,60
1,1901903.3794370813,1,0.07607613517748325,65.0,61
2,3589100.0609345427,1,0.1435640024373817,65.0,61
3,6690580.616697933,1,0.2676232246679173,65.0,61
4,11957429.794681387,1,0.4782971917872555,65.0,61
5,18768259.578752503,1,0.7507303831501001,65.0,61
6,22339098.50456353,1,0.8935639401825411,65.0,61
1,1977211.8841025978,1,0.07908847536410392,65.0,62
2,3729774.8015652434,1,0.14919099206260975,65.0,62
3,6943361.065782873,1,0.2777344426313149,65.0,62
4,12352792.30880722,1,0.4941116923522888,65.0,62
5,19144024.32560473,1,0.7657609730241892,65.0,62
6,22361241.67495702,1,0.8944496669982808,65.0,62
1,1789413.4804516137,1,0.07157653921806455,65.0,63
2,3378673.4251542822,1,0.13514693700617128,65.0,63
3,6310535.796584161,1,0.25242143186336646,65.0,63
4,11352120.562276887,1,0.45408482249107546,65.0,63
5,18153638.69963723,1,0.7261455479854892,65.0,63
6,22265569.405743763,1,0.8906227762297505,65.0,63
1,1736345.2054413198,1,0.06945380821765279,65.0,64
2,3279283.8068656083,1,0.13117135227462434,65.0,64
3,6130260.591555425,1,0.245210423662217,65.0,64
4,11060565.013968164,1,0.44242260055872656,65.0,64
5,17840852.977959197,1,0.7136341191183678,65.0,64
6,22210047.802945923,1,0.8884019121178369,65.0,64
1,2093196.3402228223,1,0.0837278536089129,65.0,65
2,3946102.128383997,1,0.15784408513535989,65.0,65
3,7329968.929200486,1,0.29319875716801946,65.0,65
4,12945815.930312192,1,0.5178326372124877,65.0,65
5,19669086.8858152,1,0.7867634754326079,65.0,65
6,22363857.50355944,1,0.8945543001423776,65.0,65
1,2225785.8649984845,1,0.08903143459993938,65.0,66
2,4192885.1228957633,1,0.16771540491583053,65.0,66
3,7767721.047669892,1,0.3107088419067957,65.0,66
4,13599612.462544603,1,0.5439844985017841,65.0,66
5,20193764.274834972,1,0.8077505709933989,65.0,66
1,1519851.363901877,1,0.06079405455607508,65.0,67
2,2873086.9757087748,1,0.114923479028351,65.0,67
3,5388693.37334323,1,0.2155477349337292,65.0,67
4,9832999.626281692,1,0.3933199850512677,65.0,67
5,16407766.453827627,1,0.6563106581531051,65.0,67
6,21795249.21066683,1,0.8718099684266732,65.0,67
1,1720604.737744876,1,0.06882418950979503,65.0,68
2,3249789.9168774993,1,0.12999159667509996,65.0,68
3,6076671.727920891,1,0.24306686911683564,65.0,68
4,10973362.235609403,1,0.43893448942437613,65.0,68
5,17745209.935393546,1,0.7098083974157419,65.0,68
6,22190601.296603695,1,0.8876240518641478,65.0,68
1,1972856.634937989,1,0.07891426539751956,65.0,69
2,3721643.780595686,1,0.14886575122382742,65.0,69
3,6928779.264385824,1,0.277151170575433,65.0,69
4,12330146.848636394,1,0.4932058739454558,65.0,69
5,19123054.14439184,1,0.7649221657756735,65.0,69
6,22360455.43233378,1,0.8944182172933511,65.0,69
1,1605210.055745663,1,0.06420840222982652,65.0,70
2,3033376.9371195845,1,0.12133507748478338,65.0,70
3,5682213.313776557,1,0.2272885325510623,65.0,70
4,10324153.76677256,1,0.4129661506709024,65.0,70
5,17003329.44636995,1,0.680133177854798,65.0,70
6,21999979.510014165,1,0.8799991804005666,65.0,70
1,1858079.7325242274,1,0.0743231893009691,65.0,71
2,3507163.910641463,1,0.14028655642565852,65.0,71
3,6542867.442421785,1,0.2617146976968714,65.0,71
4,11723692.42593632,1,0.4689476970374528,65.0,71
5,18536529.342963498,1,0.7414611737185399,65.0,71
6,22316861.877671577,1,0.892674475106863,65.0,71
1,1382140.3489632248,1,0.05528561395852899,65.0,72
2,2614142.3950308156,1,0.10456569580123262,65.0,72
3,4912241.375150443,1,0.19648965500601773,65.0,72
4,9021940.757715836,1,0.36087763030863346,65.0,72
5,15361835.75612512,1,0.6144734302450048,65.0,72
6,21322238.38613835,1,0.852889535445534,65.0,72
1,1961511.744051816,1,0.07846046976207263,65.0,73
2,3700460.8495388995,1,0.14801843398155598,65.0,73
3,6890773.927690099,1,0.27563095710760394,65.0,73
4,12271031.249477286,1,0.49084124997909145,65.0,73
5,19067994.478679378,1,0.7627197791471751,65.0,73
6,22358139.338805187,1,0.8943255735522075,65.0,73
1,1890612.9917064838,1,0.07562451966825935,65.0,74
2,3567995.8227082365,1,0.14271983290832946,65.0,74
3,6652567.609074586,1,0.26610270436298344,65.0,74
4,11897467.567715447,1,0.4758987027086179,65.0,74
5,18709488.20984157,1,0.7483795283936628,65.0,74
6,22334082.483599573,1,0.893363299343983,65.0,74
1,1736859.4376636231,1,0.06947437750654492,65.0,75
2,3280247.247549791,1,0.13120988990199164,65.0,75
3,6132010.408464307,1,0.24528041633857228,65.0,75
4,11063408.316106373,1,0.44253633264425496,65.0,75
5,17843955.336189836,1,0.7137582134475935,65.0,75
6,22210659.151307248,1,0.8884263660522899,65.0,75
1,1851842.0221026503,1,0.07407368088410601,65.0,76
2,3495497.035886905,1,0.13981988143547622,65.0,76
3,6521806.381694553,1,0.2608722552677821,65.0,76
4,11690206.108254805,1,0.4676082443301922,65.0,76
5,18502751.2736072,1,0.740110050944288,65.0,76
6,22313068.724360827,1,0.8925227489744331,65.0,76
1,2057650.7871829302,1,0.0823060314873172,65.0,77
2,3879848.1895862846,1,0.15519392758345138,65.0,77
3,7211842.384936235,1,0.2884736953974494,65.0,77
4,12766143.684175093,1,0.5106457473670037,65.0,77
5,19514919.93236185,1,0.780596797294474,65.0,77
6,22366471.60050112,1,0.8946588640200448,65.0,77
1,1791120.7229573461,1,0.07164482891829385,65.0,78
2,3381869.6190616814,1,0.13527478476246727,65.0,78
3,6316325.077496299,1,0.25265300309985195,65.0,78
4,11361437.014837349,1,0.45445748059349395,65.0,78
5,18163455.272743005,1,0.7265382109097203,65.0,78
6,22267112.744460244,1,0.8906845097784097,65.0,78
1,1656431.3179533824,1,0.06625725271813529,65.0,79
2,3129478.8901073686,1,0.12517915560429474,65.0,79
3,5857646.3743246095,1,0.23430585497298437,65.0,79
4,10614457.226790262,1,0.4245782890716105,65.0,79
5,17341532.80272453,1,0.6936613121089812,65.0,79
6,22095664.96033504,1,0.8838265984134015,65.0,79
1,1861442.423881924,1,0.07445769695527696,65.0,80
2,3513452.966288815,1,0.14053811865155258,65.0,80
3,6554217.558548045,1,0.2621687023419218,65.0,80
4,11741722.244065033,1,0.46966888976260135,65.0,80
5,18554656.246214423,1,0.742186249848577,65.0,80
6,22318839.393338278,1,0.8927535757335311,65.0,80
1,1831226.3167338567,1,0.07324905266935426,65.0,81
2,3456930.247633026,1,0.13827720990532105,65.0,81
3,6452136.105605663,1,0.2580854442242265,65.0,81
4,11579151.40045451,1,0.4631660560181804,65.0,81
5,18389693.817981184,1,0.7355877527192474,65.0,81
6,22299345.8720641,1,0.891973834882564,65.0,81
1,2103209.1021464323,1,0.08412836408585729,65.0,82
2,3964757.9964783313,1,0.15859031985913324,65.0,82
3,7363185.905019688,1,0.29452743620078753,65.0,82
4,12996094.290683722,1,0.5198437716273488,65.0,82
5,19711459.90746186,1,0.7884583962984744,65.0,82
6,22362651.25492922,1,0.8945060501971688,65.0,82
1,1776641.7001309334,1,0.07106566800523734,65.0,83
2,3354760.421522712,1,0.13419041686090846,65.0,83
3,6267206.03218105,1,0.250688241287242,65.0,83
4,11282299.442381054,1,0.45129197769524215,65.0,83
5,18079717.109451085,1,0.7231886843780434,65.0,83
6,22253559.467520554,1,0.8901423787008221,65.0,83
1,1817964.6125303954,1,0.07271858450121582,65.0,84
2,3432114.792567873,1,0.13728459170271493,65.0,84
3,6407267.516397312,1,0.2562907006558925,65.0,84
4,11507403.106767323,1,0.46029612427069294,65.0,84
5,18315807.747820593,1,0.7326323099128237,65.0,84
6,22289520.615104284,1,0.8915808246041713,65.0,84
1,2066997.908159148,1,0.08267991632636591,65.0,85
2,3897274.222236462,1,0.15589096888945847,65.0,85
3,7242936.063226218,1,0.28971744252904874,65.0,85
4,12813569.054301195,1,0.5125427621720478,65.0,85
5,19556029.298865784,1,0.7822411719546314,65.0,85
6,22366047.500943467,1,0.8946419000377387,65.0,85
1,1717447.32934045,1,0.068697893173618,65.0,86
2,3243872.916179798,1,0.12975491664719194,65.0,86
