run_id,regime,plate_id,well_id,time_h,metric_name,value
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A01,0.0,cell_count,53011.10029369089
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A01,0.0,viability,0.963159829779479
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A01,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A01,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A01,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A02,0.0,cell_count,52833.80564387922
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A02,0.0,viability,0.9652723066367864
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A02,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A02,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A02,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A03,0.0,cell_count,51964.14241652172
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A03,0.0,viability,0.9442356593128183
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A03,0.0,confluence,0.005196414241652172
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A03,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A03,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A04,0.0,cell_count,48419.05489665093
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A04,0.0,viability,0.8822846251986286
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A04,0.0,confluence,0.004841905489665093
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A04,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A04,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A05,0.0,cell_count,48147.674962500074
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A05,0.0,viability,0.8851035269493307
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A05,0.0,confluence,0.004814767496250007
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A05,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A05,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A06,0.0,cell_count,52124.6270446325
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A06,0.0,viability,0.9486003829837345
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A06,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A06,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A06,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A07,0.0,cell_count,45266.3319511249
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A07,0.0,viability,0.8365513113285559
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A07,0.0,confluence,0.00452663319511249
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A07,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A07,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A08,0.0,cell_count,51770.03774500917
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A08,0.0,viability,0.9518519234131753
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A08,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A08,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A08,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A09,0.0,cell_count,49498.294397964455
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A09,0.0,viability,0.9190323286048975
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A09,0.0,confluence,0.004949829439796445
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A09,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A09,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A10,0.0,cell_count,51415.4484453858
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A10,0.0,viability,0.9568695009206882
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A10,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A10,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A10,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A11,0.0,cell_count,51238.15379557414
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A11,0.0,viability,0.9528625715079067
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A11,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A11,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A11,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A12,0.0,cell_count,51060.85914576246
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A12,0.0,viability,0.9547687994916637
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A12,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A12,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_A12,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B01,0.0,cell_count,45008.71255150672
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B01,0.0,viability,0.9056564548523958
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B01,0.0,confluence,0.0045008712551506715
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B01,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B01,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B02,0.0,cell_count,41792.18645832141
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B02,0.0,viability,0.8276263162283005
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B02,0.0,confluence,0.004179218645832141
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B02,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B02,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B03,0.0,cell_count,45238.96129100444
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B03,0.0,viability,0.9057556588012914
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B03,0.0,confluence,0.004523896129100444
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B03,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B03,0.0,mito_dysfunction,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B04,0.0,cell_count,48001.95397261124
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B04,0.0,viability,0.9586956521739131
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B04,0.0,confluence,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B04,0.0,er_stress,0.0
2c2_20251229_155739,er_dominant,PlateA1,PlateA1_B04,0.0,mito_dysfunction,0.0
