run_id,regime,plate_id,well_id,time_h,metric_name,value
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A01,0.0,cell_count,53011.10029369089
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A01,0.0,viability,0.963159829779479
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A01,0.0,confluence,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A01,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A01,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A02,0.0,cell_count,52833.80564387922
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A02,0.0,viability,0.9652723066367864
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A02,0.0,confluence,0.005283380564387922
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A02,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A02,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A03,0.0,cell_count,52656.51099406754
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A03,0.0,viability,0.956816625146262
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A03,0.0,confluence,0.005265651099406754
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A03,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A03,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A04,0.0,cell_count,52479.21634425587
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A04,0.0,viability,0.9562682671489348
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A04,0.0,confluence,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A04,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A04,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A05,0.0,cell_count,52301.92169444419
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A05,0.0,viability,0.9614714603360469
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A05,0.0,confluence,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A05,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A05,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A06,0.0,cell_count,52124.6270446325
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A06,0.0,viability,0.9486003829837345
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A06,0.0,confluence,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A06,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A06,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A07,0.0,cell_count,51947.33239482082
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A07,0.0,viability,0.9600205530642252
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A07,0.0,confluence,0.005194733239482082
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A07,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A07,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A08,0.0,cell_count,51770.03774500917
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A08,0.0,viability,0.9518519234131753
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A08,0.0,confluence,0.005177003774500917
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A08,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A08,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A09,0.0,cell_count,51592.74309519749
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A09,0.0,viability,0.9579198516352005
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A09,0.0,confluence,0.0051592743095197485
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A09,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A09,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A10,0.0,cell_count,51415.4484453858
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A10,0.0,viability,0.9568695009206882
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A10,0.0,confluence,0.00514154484453858
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A10,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A10,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A11,0.0,cell_count,51238.15379557414
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A11,0.0,viability,0.9528625715079067
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A11,0.0,confluence,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A11,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A11,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A12,0.0,cell_count,51060.85914576246
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A12,0.0,viability,0.9547687994916637
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A12,0.0,confluence,0.005106085914576246
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A12,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_A12,0.0,mito_dysfunction,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_B01,0.0,cell_count,47485.803929895
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_B01,0.0,viability,0.9555
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_B01,0.0,confluence,0.0047485803929895
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_B01,0.0,er_stress,0.0
2c2_20251229_164650,er_dominant,PlateA1,PlateA1_B01,0.0,mito_dysfunction,0.0
